Lloyd Winters,3,0,0,0,7.67,38,68,84,152,10,1.30,8,9.39,8,4,4,8,7
Billy Atkinson-Warne,3,0,0,0,13.33,54,101,132,233,4,0.30,3,2.03,22,8,14,9,8
